NUMERO;CSP;IFSI;PROMO;SEXE;ANNEE;QUESTION1;QUESTION2;QUESTION3;QUESTION4;QUESTION5;QUESTION6;QUESTION7;QUESTION8;QUESTION9;QUESTIO10;QUESTIO11;QUESTION12;QUESTION13;QUESTION14;QUESTION15;QUESTION16;QUESTION17;QUESTION18;QUESTION19;QUESTION20;QUESTION21;QUESTION22;QUESTION23;QUESTION24;QUESTION25;QUESTION26;RANG;Meme place;Affinites;Habitude;Pas Bruit;Pratique;Plac restante;rester conc;;Decrocher;;;;;;;;
319;EI;;;F;1983;7;2;5;4;3;6;3;6;6;6;2;4;7;6;5;3;3;6;4;7;3;6;6;3;2;3;8;N;;;;;O;;;;;;;;;;;
320;EI;ERS 2;2011/2014;F;1972;7;5;6;6;6;4;6;7;1;6;5;4;7;7;6;5;6;7;7;6;4;7;7;6;5;6;1;N;;;;O;;;;;;;;;;;;
321;EI;;;H;1987;7;6;7;5;5;5;7;7;5;7;5;6;7;7;7;5;6;7;7;6;4;7;7;5;5;7;1;O;;;O;;;O;;;;;;;;;;
322;EI;;;H;1984;7;7;7;4;4;5;6;7;4;6;5;4;7;7;6;4;4;5;7;6;4;6;6;4;4;5;1;O;;;O;;;O;;;;;;;;;;
323;EI;;;H;1971;7;7;7;5;5;6;7;7;6;7;4;5;5;7;5;5;6;7;7;7;6;5;6;5;4;5;1;N;;;O;;;;;;;;;;;;;
324;EI;;;H;1967;7;6;6;5;7;5;7;6;4;7;1;6;5;6;7;5;6;5;7;6;5;6;5;6;4;6;1;O;O;;;O;;;;;;;;;;;;
325;EI;;;F;1990;7;6;6;4;2;5;7;7;6;5;5;2;4;6;5;4;4;6;7;7;5;6;7;3;6;5;2;N;;;O;O;;O;;;;;;;;;;
326;EI;;;F;1970;7;7;7;6;6;5;7;7;1;6;4;4;7;7;6;4;6;7;7;5;1;6;7;5;1;6;2;O;;;O;O;;O;;;;;;;;;;
327;EI;;;F;1992;7;7;6;5;5;6;7;7;7;7;7;6;6;6;6;6;6;6;7;6;7;7;7;6;6;6;2;N;;;;O;;O;;;;;;;;;;
328;EI;;;F;1990;7;6;6;4;5;7;7;7;6;7;5;4;7;7;6;6;6;7;7;6;4;7;6;6;7;6;2;N;;;O;O;;O;;;;;;;;;;
329;EI;;;F;1992;7;7;6;5;6;7;6;6;6;7;1;7;7;7;7;7;5;7;7;6;7;7;7;5;7;6;2;O;;;;O;;;;;;;;;;;;
330;EI;;;F;1988;7;7;6;5;5;6;6;7;5;7;7;6;7;7;6;5;6;7;7;6;7;7;7;7;6;7;2;N;;;;;O;;;;;;;;;;;
331;EI;;;F;1992;7;7;6;6;6;7;7;7;1;7;1;6;6;7;6;6;6;7;7;6;6;7;6;6;7;6;2;O;;;;O;;;;;;;;;;;;
332;EI;;;F;1984;6;6;6;4;4;5;5;5;3;4;3;4;6;5;5;4;4;5;5;4;5;5;5;5;4;5;2;N;;;;;;;;;;;;;;;;
333;EI;;;F;1988;7;7;6;5;5;5;7;7;6;7;6;6;5;5;6;5;4;5;6;4;3;6;7;4;3;4;2;N;;;;O;;;;;;;;;;;;
334;EI;;;F;1986;7;6;5;5;4;7;6;7;7;5;5;4;7;6;5;5;5;6;7;6;5;7;7;5;7;6;2;N;;;;O;;;;;;;;;;;;
335;EI;;;F;1992;6;6;5;4;5;5;6;6;5;5;4;4;6;5;6;5;5;6;5;6;4;5;4;4;5;5;2;N;O;;;O;;;;;;;;;;;;
336;EI;;;;;7;5;4;4;4;4;6;6;4;5;3;4;5;6;5;4;5;6;5;4;3;6;5;4;6;5;2;N;;;;O;;;;;;;;;;;;
337;EI;;;F;1983;7;5;7;5;4;5;5;7;4;5;3;4;5;5;5;4;4;4;7;4;4;7;7;4;7;4;3;N;;;;;O;;;;;;;;;;;
338;EI;;;F;1992;7;5;4;4;4;4;7;7;4;7;7;5;7;5;6;5;5;7;6;4;4;6;5;5;6;6;3;O;;O;;;;;;;;;;;;;;
339;EI;;;F;1991;5;6;5;4;4;4;4;4;4;5;4;4;6;4;6;5;4;4;5;4;4;4;5;6;4;6;3;O;;;;O;;;;;;;;;;;;
340;EI;;;F;1991;7;4;5;4;3;6;6;6;6;6;6;4;7;4;6;5;4;6;6;6;4;6;6;5;6;5;3;N;;;O;O;;;;;;;;;;;;
341;EI;;;F;1991;5;7;6;5;6;7;7;7;4;6;3;5;6;7;6;5;5;5;7;6;7;6;6;5;5;6;3;N;O;;;;;;;;;;;;;;;
342;EI;;;F;1992;7;6;6;4;4;4;4;7;4;7;5;4;6;5;6;5;5;5;7;5;3;6;7;5;4;7;3;N;;;;;;;;;;;;;;;;
343;EI;;;F;1991;7;7;6;5;6;7;7;7;4;7;4;6;7;7;7;5;4;6;7;4;2;6;6;5;4;4;3;N;;;;;;O;;;;;;;;;;
344;EI;;;F;1990;7;7;6;4;4;5;5;6;4;6;4;4;5;5;6;4;3;4;5;4;4;5;5;4;5;4;3;N;;;;;O;;;;;;;;;;;
345;EI;;;F;1992;7;6;7;6;4;5;7;6;5;6;3;4;5;5;6;5;5;5;6;5;5;5;4;4;3;4;3;N;;;;O;;;;;;;;;;;;
346;EI;;;F;1968;7;7;6;5;5;6;6;6;5;6;4;5;7;6;6;5;6;7;6;6;4;5;7;6;6;6;3;O;;;;O;;;;;;;;;;;;
347;EI;;;F;1992;7;7;7;4;6;5;7;6;4;7;6;6;7;7;7;6;6;4;6;4;5;6;5;5;5;5;3;O;;;;O;;;;;;;;;;;;
348;EI;;;F;1990;7;7;5;4;4;7;7;7;2;7;3;4;4;7;7;4;5;7;7;5;5;7;7;4;6;7;4;N;;;;O;O;;;;;;;;;;;
349;EI;;;F;1991;7;7;5;4;4;6;7;7;1;7;1;4;7;6;6;5;4;7;7;5;7;6;6;5;4;6;4;N;;;;;;;;;;;;;;;;
350;EI;;;F;1991;6;7;6;5;5;5;4;6;5;7;1;5;6;5;6;5;5;6;6;6;4;5;6;6;5;5;4;O;;;;;;;;;;;;;;;;
351;EI;;;F;1991;5;7;7;5;3;4;1;7;5;7;4;3;7;4;6;4;3;6;6;5;4;6;5;5;5;5;4;O;;;;O;;;;;;;;;;;;
352;EI;;;F;1991;7;7;5;4;4;4;7;6;5;6;3;4;7;5;6;4;4;5;7;3;1;5;5;4;4;5;4;O;;;;;;;;;;;;;;;;
353;EI;;;F;1976;7;7;2;7;5;7;7;7;7;5;7;3;7;4;7;4;3;7;7;4;7;7;7;5;4;7;4;N;;;;O;;;;;;;;;;;;
354;EI;;;F;1990;7;7;7;5;4;5;6;7;4;6;4;2;7;7;7;4;4;7;7;4;4;6;7;4;4;4;4;N;;;;;;;;;;;;;;;;
355;EI;;;F;1990;7;6;5;4;4;5;1;4;5;6;6;4;5;5;6;4;4;5;7;3;2;4;5;4;5;5;4;O;;;;;;;;;;;;;;;;
356;EI;;;F;1989;7;7;7;4;1;7;7;7;5;7;4;5;7;7;7;4;3;7;7;7;1;4;7;4;3;4;4;O;;;O;;;O;;;;;;;;;;
357;EI;;;F;1991;6;6;5;4;5;7;7;7;6;7;5;5;6;7;6;5;7;7;7;5;5;7;6;5;4;6;4;O;;;O;;;O;;;;;;;;;;
358;EI;;;F;1987;7;7;6;2;2;5;7;6;5;3;3;3;4;5;5;3;3;6;7;5;3;5;7;3;4;4;4;N;;;O;;;;;;;;;;;;;
359;EI;;;;;7;7;4;4;4;5;5;6;4;6;7;4;7;7;7;5;4;6;6;6;6;7;5;5;4;5;5;;;;;;;;;;;;;;;;;
360;EI;;;F;1989;7;6;6;4;5;5;2;6;6;6;4;6;7;6;6;5;5;6;7;6;2;6;7;5;7;6;5;N;;;;;;;;;;;;;;;;
361;EI;;;F;1988;4;4;4;4;3;6;5;5;6;5;5;4;4;5;5;4;4;5;5;5;3;6;5;4;5;4;5;O;O;O;;;;;;;;;;;;;;
362;EI;;;F;1992;7;7;5;4;4;7;7;7;7;7;7;4;5;4;5;4;4;7;7;5;2;4;5;5;6;5;5;N;O;;;;;;;;;;;;;;;
363;EI;;;F;1992;7;5;7;4;4;5;7;7;4;6;5;4;6;5;6;5;4;5;6;6;4;5;5;4;6;5;5;N;O;;;;;;;;;;;;;;;
364;EI;;;F;1992;7;5;6;6;4;7;6;6;6;7;1;4;5;6;5;4;4;7;7;6;2;7;7;5;2;6;5;N;;;;O;;;;;;;;;;;;
365;EI;;;F;1990;7;6;6;5;5;7;7;6;6;6;6;5;6;7;6;5;5;7;6;5;6;7;6;5;6;5;5;N;;;;O;;;;;;;;;;;;
366;EI;;;F;1990;6;5;6;4;4;7;6;6;7;7;6;4;6;6;7;6;6;7;7;6;7;6;6;6;6;6;5;N;;;;;O;;;;;;;;;;;
367;EI;;;F;1990;7;6;6;4;5;6;7;6;3;6;5;4;4;5;6;6;5;7;6;5;6;7;6;5;6;6;5;N;;;;;O;;;;;;;;;;;
368;EI;;;M;1968;7;7;6;5;5;5;7;7;6;7;4;6;7;7;7;6;7;7;7;6;6;7;7;7;5;7;5;N;;;;;O;;;;;;;;;;;
369;EI;;;F;1983;7;7;7;5;3;5;7;7;7;5;5;5;5;5;5;4;5;5;7;5;4;5;7;4;4;5;5;N;;;;;O;;;;;;;;;;;
370;EI;;;F;1990;6;5;6;5;7;6;5;6;5;6;5;7;6;6;5;5;5;6;6;5;5;6;6;6;5;6;6;N;;;;;O;;;;;;;;;;;
371;EI;;;F;1986;7;7;7;5;5;1;1;7;1;7;1;5;7;7;7;5;4;3;7;7;4;7;7;4;1;7;6;N;;;;;O;;;;;;;;;;;
372;EI;;;F;;5;4;5;4;5;4;4;5;4;5;4;5;4;6;4;5;4;5;4;5;4;5;5;4;4;4;6;N;;;;;O;;;;;;;;;;;
373;EI;;;F;1992;6;6;7;5;4;6;7;7;6;6;5;4;6;6;6;5;5;6;6;4;4;5;5;4;5;5;6;N;;;;;O;;;;;;;;;;;
374;EI;;;F;1990;6;5;5;5;7;6;6;6;5;6;4;6;6;6;6;6;5;5;5;6;5;4;6;5;4;5;6;N;;;;;O;;;;;;;;;;;
375;EI;;;F;1991;7;5;5;5;3;3;7;4;4;5;5;5;5;5;6;4;4;5;4;4;6;6;5;4;5;4;6;N;;;;;O;;;;;;;;;;;
376;EI;;;F;1990;7;6;7;6;3;6;7;7;6;6;4;1;5;7;4;2;4;7;7;4;4;7;7;4;1;6;6;N;;;;;O;;;;;;;;;;;
377;EI;;;F;1976;7;7;7;5;4;5;4;7;4;6;6;4;7;6;7;4;4;7;7;7;3;7;7;6;5;6;6;N;;;;;O;;;;;;;;;;;
378;EI;;;F;1991;7;7;7;4;4;6;7;7;7;7;1;4;7;7;6;4;4;7;7;7;1;7;7;4;1;7;6;N;;;;;O;;;;;;;;;;;
379;EI;;;F;1989;7;7;6;5;4;6;6;6;4;5;3;3;3;5;6;3;4;6;6;5;4;5;5;3;2;5;6;N;;;;;O;;;;;;;;;;;
380;EI;BRU 3;2010/2013;F;1990;5;5;4;4;4;7;6;7;6;6;6;6;5;6;6;5;5;6;6;3;4;6;6;5;6;6;1;N;;;;;O;;;;;;;;;;;
381;EI;;;F;1989;7;1;1;4;1;4;1;7;1;4;5;1;1;4;4;4;4;7;7;4;1;4;4;4;4;4;1;N;;;;;O;;;;;;;;;;;
382;EI;;;F;1991;7;6;4;5;3;7;5;6;7;6;6;3;5;5;5;4;5;6;6;4;5;5;6;4;6;5;1;N;;;;;O;;;;;;;;;;;
383;EI;;;F;1990;7;6;7;6;6;6;7;7;7;6;6;5;4;6;6;5;5;7;7;5;6;7;7;5;7;6;2;N;O;;O;;;;;;;;;;;;;
384;EI;;;F;1991;7;6;6;6;5;6;7;6;6;6;6;6;7;6;6;6;6;7;6;6;6;7;6;5;7;6;2;N;O;;;;;;;;;;;;;;;
385;EI;;;F;1991;5;7;3;4;4;5;7;5;5;5;3;3;1;4;7;5;3;5;4;5;1;6;6;3;7;4;2;O;O;;;O;;;;;;;;;;;;
386;EI;;;F;1989;7;7;6;5;4;6;7;7;6;6;1;4;6;5;7;5;5;4;6;4;3;4;5;4;5;5;2;O;O;;;O;;;;;;;;;;;;
387;EI;;;F;1989;6;4;4;4;4;4;6;5;5;5;3;4;6;5;5;4;5;4;5;5;5;5;6;5;5;4;2;O;;;;O;;;;;;;;;;;;
388;EI;;;F;1990;7;6;6;5;3;5;7;7;6;4;4;3;7;4;5;5;4;7;6;4;3;4;7;1;4;7;2;O;;;O;O;;;;;;;;;;;;
389;EI;;;F;1990;7;6;5;4;2;2;6;6;2;6;2;2;6;7;5;2;5;7;7;4;6;7;6;2;4;7;2;O;;O;;;;;;;;;;;;;;
390;EI;;;M;1969;5;7;7;6;4;7;7;7;7;7;1;4;7;7;7;1;4;6;7;7;1;7;7;4;7;7;2;O;;;;;;;;;;;;;;;;
391;EI;;;F;1990;2;7;4;7;5;7;2;7;2;7;1;5;2;7;5;5;5;7;7;4;2;7;5;2;1;7;3;N;;;;O;;;;;;;;;;;;
392;EI;;;F;1990;6;5;3;5;5;6;6;6;3;5;3;2;5;5;5;2;2;4;6;4;3;5;4;2;4;4;3;N;;;;O;;;;;;;;;;;;
393;EI;;;F;1990;6;3;3;5;4;6;7;4;6;6;2;4;6;3;6;5;5;7;7;5;5;5;4;5;2;3;3;N;;;;;O;;;;;;;;;;;
394;EI;;;F;1985;7;6;7;4;5;6;3;7;3;6;5;4;7;6;7;5;6;6;5;5;4;5;6;5;4;5;3;N;;;;O;;;;;;;;;;;;
395;EI;;;F;1991;7;5;5;4;3;4;6;5;5;5;3;2;5;4;5;4;3;5;5;5;5;4;5;4;5;6;3;O;;O;;;;;;;;;;;;;;
396;EI;;;F;1989;7;6;6;4;4;2;7;6;4;6;4;5;7;5;7;6;5;5;5;4;1;4;4;5;5;4;3;O;;;;O;;;;;;;;;;;;
397;EI;;;F;1990;7;5;5;4;4;6;6;7;5;6;5;4;6;6;4;4;4;6;7;5;4;6;6;4;5;4;3;O;;;;O;;;;;;;;;;;;
398;EI;;;F;1988;6;7;7;5;5;7;7;7;7;6;6;5;7;6;6;5;5;5;5;6;4;5;5;5;7;6;4;O;O;;;O;;;;;;;;;;;;
399;EI;;;F;1990;6;6;6;5;5;6;6;6;6;6;4;5;5;5;6;5;5;5;5;5;5;6;6;5;4;5;4;O;O;;;O;;;;;;;;;;;;
400;EI;;;F;1989;7;7;6;5;5;4;7;7;4;6;2;5;7;7;6;5;4;7;7;6;5;7;6;5;5;4;4;O;O;;;O;;;;;;;;;;;;
401;EI;;;M;1974;6;7;3;5;3;3;7;7;4;7;4;3;7;7;7;5;5;7;7;4;1;7;7;4;7;5;4;O;;;;;;;;;;;;;;;;
402;EI;;;F;1971;7;7;6;5;7;7;4;7;4;7;4;1;4;6;7;7;7;7;7;7;1;5;7;5;7;7;4;;;;;;;;;;;;;;;;;
403;EI;;;F;1981;7;6;6;3;3;3;7;6;1;6;4;1;4;6;5;3;3;7;6;6;1;7;6;1;3;4;4;N;;;;;O;;;;;;;;;;;
404;EI;;;F;1987;5;6;6;6;5;4;7;6;4;6;4;4;7;4;6;5;5;7;1;1;7;6;7;4;7;6;4;N;;;;;O;;;;;;;;;;;
405;EI;;;F;1990;7;2;4;4;5;2;5;5;2;7;4;1;4;4;6;5;3;3;3;2;2;4;4;2;2;4;4;N;;;;;O;;;;;;;;;;;
406;EI;;;F;1990;7;7;6;6;5;7;6;7;5;6;5;5;7;5;5;5;6;7;6;5;3;5;5;5;3;5;5;O;;;;;;;;;;;;;;;;
407;EI;;;F;1991;7;7;6;5;5;6;6;7;4;7;6;4;7;6;7;5;6;7;7;5;5;6;7;5;5;6;5;O;;;;;;;;;;;;;;;;
408;EI;;;M;1989;7;7;7;5;6;7;7;7;7;7;1;5;7;7;7;6;6;6;7;4;4;7;7;6;1;7;5;O;;;;;O;;;;;;;;;;;
409;EI;;;M;1972;2;6;6;4;2;1;1;2;1;6;1;1;6;4;7;2;3;6;2;1;7;5;6;1;6;7;5;N;;;;;;;;;;;;;;;;
410;EI;;;F;1986;7;6;5;5;7;7;7;7;5;7;5;5;7;7;7;5;5;7;7;6;2;7;7;5;1;6;5;O;;;;O;;;;;;;;;;;;
411;EI;;;F;1989;6;7;5;4;3;5;7;6;5;7;5;5;4;4;5;5;5;6;6;5;1;5;4;4;5;5;5;O;;;;O;;;;;;;;;;;;
412;EI;;;F;1989;7;7;5;4;4;6;7;6;4;6;1;4;6;5;6;4;4;4;4;5;2;5;5;4;2;6;5;O;;;;;;;;;;;;;;;;
413;EI;;;F;1985;7;7;7;5;4;3;7;7;1;7;1;4;7;7;6;5;7;7;7;7;7;7;7;7;1;7;5;O;O;O;;O;;;;;;;;;;;;
414;EI;;;F;1989;7;7;6;4;4;4;7;6;4;7;1;4;7;7;7;5;5;4;7;4;1;7;7;4;4;5;6;O;;;;;;;;;;;;;;;;
415;EI;;;M;1988;7;6;7;5;6;3;6;7;5;7;7;7;7;3;7;3;4;3;3;6;7;3;2;3;1;7;6;O;;;;;;;;;;;;;;;;
416;EI;;;F;1988;5;3;4;4;4;2;7;5;2;5;2;4;5;4;4;3;3;5;3;2;2;5;4;4;2;3;6;O;;;;O;;;;;;;;;;;;
417;EI;;;F;1990;7;7;2;5;1;1;7;4;2;6;1;1;7;5;7;4;3;7;4;1;7;5;4;1;3;4;6;O;;O;;;;;;;;;;;;;;
418;EI;;;F;1990;7;7;6;6;4;4;6;6;1;6;1;4;7;6;7;6;4;4;6;6;7;4;6;6;4;6;6;O;O;O;;;;;;;;;;;;;;
419;EI;;;M;1979;7;4;5;5;6;3;4;6;5;7;3;5;7;3;7;4;4;6;4;4;5;3;4;5;2;4;6;O;;O;;;;;;;;;;;;;;
420;EI;;;F;1989;6;6;4;4;5;4;7;5;4;7;5;6;6;5;7;5;5;5;5;1;2;6;4;4;1;6;6;O;;O;;;;;;;;;;;;;;
421;EI;;;M;1989;5;3;5;4;4;4;5;3;5;4;4;3;4;4;4;4;5;3;5;5;3;5;5;4;4;4;6;O;O;;;;;;;;;;;;;;;
422;EI;;;F;1989;7;6;6;3;3;6;5;6;6;5;2;3;6;6;6;4;4;6;6;4;3;6;5;4;5;6;7;O;;;;;;;O;;;;;;;;;
423;EI;;;F;1991;7;7;2;4;3;3;7;6;4;6;6;5;4;3;5;5;5;6;7;4;2;5;7;5;3;6;7;O;;;;;;;O;;;;;;;;;
424;EI;;;F;1989;5;5;5;4;4;5;7;6;5;5;2;3;5;4;4;4;4;5;6;2;2;5;5;2;5;5;7;O;;;;;O;;;;;;;;;;;
425;EI;;;F;1990;6;6;6;4;4;6;7;7;6;6;2;3;6;5;6;5;4;6;6;4;1;3;6;2;5;6;7;O;;;;;O;;;;;;;;;;;
426;EI;;;F;1991;6;6;6;5;4;5;7;6;5;7;5;5;5;5;5;5;6;5;6;5;4;6;6;4;4;5;7;O;;;;;O;;;;;;;;;;;
427;EI;;;F;1991;7;7;7;5;6;7;7;7;7;7;7;5;7;7;7;7;7;1;7;7;7;7;7;5;5;7;7;O;;;;;;;O;;;;;;;;;
428;EI;;;;;6;7;7;4;4;4;7;5;3;6;1;1;4;6;5;2;3;2;5;3;1;6;5;4;2;5;7;O;;;;;;;O;;;;;;;;;
429;EI;;;F;1990;5;6;2;4;2;2;6;5;4;5;2;2;6;6;5;2;4;5;6;4;5;6;4;3;2;4;7;O;;;;;;;;;;;;;;;;
430;EI;;;F;1990;7;4;6;3;4;4;5;6;2;7;1;3;6;4;6;5;5;5;5;4;4;6;6;4;4;4;8;O;;O;;;;;;;;;;;;;;
431;EI;;;F;1991;7;5;6;4;4;7;7;5;7;5;2;4;4;5;4;3;4;4;4;3;1;4;4;4;2;4;8;O;;O;;;;;;;;;;;;;;
432;EI;;;F;1990;7;5;5;5;4;7;7;7;7;7;7;2;6;6;5;4;4;7;7;7;3;6;7;3;5;4;8;O;;O;;;;;;;;;;;;;;
433;EI;SAV 2;2011/2014;F;1971;7;7;7;4;4;7;6;7;1;5;4;4;7;7;6;5;5;7;7;4;4;7;7;4;5;5;1;O;;;;O;;;;;;;;;;;;
434;EI;;;F;1975;7;6;6;5;5;6;7;7;1;6;1;5;7;7;6;5;5;7;7;6;6;7;7;6;1;5;1;O;;;;O;;;;;;;;;;;;
435;EI;;;F;1990;7;5;6;7;4;6;4;6;6;5;1;3;3;4;1;4;4;5;1;1;1;4;6;5;5;4;1;O;O;;;;;;;;;;;;;;;
436;EI;;;F;1983;6;6;4;4;3;4;6;6;2;6;2;4;5;6;7;5;5;6;6;5;5;6;6;4;2;4;1;O;;O;;O;;;;;;;;;;;;
437;EI;;;F;1982;7;6;5;5;4;6;7;7;2;6;3;5;7;7;6;5;5;7;1;6;2;7;7;5;5;6;1;O;;;;;O;;;;;;;;;;;
438;EI;;;F;1991;7;4;5;4;4;5;7;7;5;5;3;3;7;5;4;4;4;5;6;4;3;5;5;4;3;4;1;O;;O;;;;;;;;;;;;;;
439;EI;;;F;1989;6;6;6;5;5;6;6;6;5;6;6;4;5;6;6;6;6;6;6;5;5;6;6;6;6;6;1;O;;O;;;;;;;;;;;;;;
440;EI;;;F;1990;6;6;6;5;5;3;6;7;4;7;5;5;7;7;6;5;6;7;7;6;4;6;6;5;6;5;1;O;;O;;;;;;;;;;;;;;
441;EI;;;F;1981;6;6;6;5;6;6;6;6;5;6;7;6;6;5;6;6;5;6;7;4;5;5;6;6;5;6;1;O;;O;;;;;;;;;;;;;;
442;EI;;;F;1991;7;5;5;4;6;5;2;4;1;5;3;1;7;5;4;3;3;7;5;5;4;5;6;5;5;5;1;O;O;O;;O;;;;;;;;;;;;
443;EI;;;F;1992;7;6;5;4;2;6;7;7;7;6;4;2;4;4;5;2;4;5;7;4;2;6;4;2;5;3;1;O;O;O;;O;;;;;;;;;;;;
444;EI;;;F;1964;7;5;6;6;5;7;6;7;6;7;7;5;7;7;6;6;6;7;7;5;6;7;7;6;6;6;2;O;O;;;O;;O;;;;;;;;;;
445;EI;;;F;1991;6;7;5;7;4;5;7;7;6;6;5;4;7;7;5;5;6;7;7;5;5;7;5;5;5;6;2;O;;;;O;;;;;;;;;;;;
446;EI;;;F;1964;6;7;5;7;6;6;7;7;4;5;7;5;7;7;5;5;7;6;7;7;1;5;7;7;7;7;2;O;O;;;O;;;;;;;;;;;;
447;EI;;;F;1991;7;5;6;7;2;2;7;6;1;6;1;2;7;3;4;2;2;4;4;5;1;2;4;2;2;2;2;O;O;;;O;;;;;;;;;;;;
448;EI;;;F;1970;7;5;4;5;5;5;7;7;3;7;1;3;5;7;5;6;5;3;7;5;7;7;7;4;6;6;2;O;;;;O;;;;;;;;;;;;
449;EI;;;F;1984;7;5;5;5;5;7;5;6;7;5;7;6;7;6;6;5;6;6;6;7;4;6;6;4;5;5;2;O;;O;;;;;;;;;;;;;;
450;EI;;;F;1987;7;6;7;4;5;6;7;7;7;7;4;5;5;4;5;5;4;5;7;5;7;4;7;4;6;6;2;O;O;;;O;;;;;;;;;;;;
451;EI;;;F;1977;7;5;6;5;5;7;7;7;5;6;6;5;7;7;5;5;6;6;7;6;7;7;7;5;6;6;2;O;;;O;O;;;;;;;;;;;;
452;EI;;;F;1981;7;7;7;5;5;6;7;7;5;6;5;5;7;6;5;5;5;7;7;6;5;7;6;6;5;6;2;O;;;O;O;;;;;;;;;;;;
453;EI;;;F;1992;7;5;6;4;5;4;6;5;2;6;2;3;4;6;6;4;5;5;5;6;2;6;5;5;6;5;3;O;;O;;;;;;;;;;;;;;
454;EI;;;F;1992;7;6;5;5;6;5;5;7;2;5;2;4;6;7;5;5;6;7;7;5;3;7;6;4;4;6;3;O;;;;;O;;;;;;;;;;;
455;EI;;;F;1992;7;6;4;5;5;5;7;7;6;7;2;5;7;7;6;6;6;7;7;5;4;7;7;6;3;6;3;O;;;;O;;;;;;;;;;;;
456;EI;;;F;1991;7;5;5;6;3;4;5;5;3;6;3;4;5;6;6;4;5;5;6;4;2;7;6;5;6;4;3;O;O;;;;;O;;;;;;;;;;
457;EI;;;F;1992;7;5;5;6;3;7;7;7;6;6;4;3;4;5;6;5;4;7;7;4;2;6;6;4;7;5;3;O;O;;;O;;;;;;;;;;;;
458;EI;;;F;1991;7;7;7;4;5;3;7;7;5;7;6;5;7;7;7;6;6;7;7;6;6;7;6;6;5;6;3;O;;;;O;;;;;;;;;;;;
459;EI;;;F;1981;7;6;4;5;2;6;7;7;6;6;7;4;6;5;6;6;6;7;7;6;2;5;6;5;6;6;3;O;;;;O;;O;;;;;;;;;;
460;EI;;;F;1991;6;5;7;4;4;7;7;7;6;6;2;2;6;6;6;6;6;7;7;6;2;6;6;5;7;6;3;O;;;;O;;;;;;;;;;;;
461;EI;;;F;1986;7;7;7;5;7;7;7;7;7;7;7;6;7;6;7;6;7;7;7;6;4;5;7;6;7;6;3;O;;;;O;;;;;;;;;;;;
462;EI;;;F;1990;7;7;7;4;4;1;7;7;1;6;1;2;3;7;7;4;4;4;7;3;1;7;7;1;4;6;3;O;O;;;;;;;;;;;;;;;
463;EI;;;F;1991;7;5;5;4;3;6;7;7;1;6;1;1;3;6;6;4;4;6;7;5;1;6;4;5;6;5;3;O;O;;;;;;;;;;;;;;;
464;EI;;;F;1992;7;7;7;3;3;2;4;4;1;6;1;2;5;7;6;4;4;4;7;5;6;7;7;5;5;6;4;O;;;;;;;;;;;;;;;;
465;EI;;;F;1991;7;4;6;4;2;1;1;4;2;7;4;1;7;4;4;3;4;4;5;4;1;3;5;4;1;5;4;O;;;;;;;;;;;;;;;;
466;EI;;;M;1975;6;7;6;6;3;1;7;7;1;7;1;1;7;7;7;5;5;7;7;7;7;7;7;1;6;6;4;O;;O;;;;;;;;;;;;;;
467;EI;;;M;1990;7;5;5;5;6;1;3;4;1;7;1;6;7;5;5;5;6;2;5;4;3;6;2;6;2;5;4;N;;;;;;;;;;;;;;;;
468;EI;;;M;1987;7;7;7;4;3;1;7;7;1;7;1;4;7;7;4;4;4;1;7;7;7;7;6;4;1;7;4;O;;O;;;O;;;;;;;;;;;
469;EI;;;F;1986;7;5;6;4;4;4;5;5;4;6;4;2;5;7;6;5;5;4;7;3;2;7;6;5;5;6;4;O;;O;;;O;;;;;;;;;;;
470;EI;;;F;1991;6;7;7;5;4;5;7;7;5;7;5;4;7;7;7;6;6;6;7;7;5;7;7;5;5;6;4;O;;O;;O;O;;;;;;;;;;;
471;EI;;;F;1992;6;5;5;5;4;4;3;3;4;6;4;4;4;5;6;5;5;4;4;2;3;5;5;5;5;6;5;O;;;;;;;;;;;;;;;;
472;EI;;;F;1990;6;5;6;5;4;4;7;7;4;7;5;3;4;7;5;5;5;7;6;4;2;7;6;5;5;4;5;O;O;;;;;;;;;;;;;;;
473;EI;;;F;1991;7;7;5;6;6;7;5;7;7;7;4;6;7;7;6;6;6;7;7;6;5;6;7;6;5;6;5;O;O;;;;;;;;;;;;;;;
474;EI;;;M;1991;6;6;5;4;6;1;7;5;3;6;7;7;6;3;6;4;4;3;4;4;6;4;5;4;2;5;5;O;;;;;;;;;;;;;;;;
475;EI;;;F;1989;7;4;4;3;4;4;7;7;3;4;2;5;5;5;5;2;2;6;6;6;7;5;5;5;5;5;5;O;;;;;;;;;;;;;;;;
476;EI;;;F;1989;7;4;5;3;3;6;4;7;6;6;6;2;4;4;5;4;4;7;7;4;4;4;5;4;7;4;5;O;;;;;;;;;;;;;;;;
477;EI;;;F;1987;7;6;6;5;2;6;6;6;4;6;3;4;5;6;5;5;5;7;7;6;1;7;6;4;7;7;5;O;;;;;O;;;;;;;;;;;
478;MAIEU;MAIEU;2010/2014;F;1990;7;6;7;5;6;7;7;7;6;7;4;5;7;7;5;4;5;7;6;6;7;7;7;5;6;6;1;O;NA;NA;NA;NA;NA;O;NA;NA;11.83;NA;NA;NA;NA;NA;NA;NA
